Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Public Class,org.apache.xerces.impl.dv.xs.DateTimeDV,11,3,0
Public Class,org.apache.xerces.impl.dv.xs.EntityDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.FullDVFactory,7,3,50
Public Class,org.apache.xerces.impl.dv.xs.HexBinaryDV,8,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDREFDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.ListDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.QNameDV,8,3,66
Public Class,org.apache.xerces.impl.xpath.XPathException,1,3,50
Public Class,org.apache.xerces.impl.xs.XMLSchemaException,1,3,55
Public Class,org.apache.xerces.impl.xs.identity.KeyRef,2,3,0
Public Class,ui.DefaultImages,2,3,0
Public Class,ui.TreeViewer,7,3,0
Public Class,xni.XMLGrammarBuilder,17,3,60
Public Class,xni.parser.NonValidatingParserConfiguration,3,3,33
Public Class,xs.QueryXS,16,3,100
Public Interface,dom.ParserWrapper,6,3,0
Public Interface,org.apache.xerces.dom3.as.DOMImplementationAS,3,3,0
Public Interface,org.apache.xerces.jaxp.validation.XSGrammarPoolContainer,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDScanner,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLErrorHandler,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLPullParserConfiguration,4,3,0
Public Interface,org.apache.xerces.xs.PSVIProvider,3,3,0
Public Interface,org.apache.xerces.xs.ShortList,1,3,0
Public Interface,org.apache.xerces.xs.StringList,1,3,0
Public Interface,org.apache.xerces.xs.XSModelGroupDefinition,3,3,0
Public Interface,org.apache.xerces.xs.XSMultiValueFacet,2,3,0
Public Interface,org.apache.xerces.xs.XSNamedMap,2,3,0
Public Interface,org.apache.xerces.xs.datatypes.ByteList,1,3,0
Public Interface,org.apache.xerces.xs.datatypes.ObjectList,0,3,0
Public Interface,org.apache.xml.serialize.DOMSerializer,4,3,0
Public Static Class,org.apache.xerces.impl.xs.identity.Field.XPath,9,3,0
Public Static Class,socket.KeepSocketOpen.Server,10,3,33
Static Class,org.apache.xerces.impl.Constants.ArrayEnumeration,1,3,16
Static Class,org.apache.xerces.impl.xpath.regex.Op.ChildOp,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.ModifierOp,0,3,33
Static Class,org.apache.xerces.jaxp.validation.XMLSchemaFactory.XMLGrammarPoolImplExtension,0,3,0
Static Class,socket.DelayedInput.DelayedInputStream,8,3,66
Class,org.apache.xerces.dom.CharacterDataImpl.(Anon_1),1,2,0
Class,org.apache.xerces.dom.ParentNode.getChildNodesUnoptimized.(Anon_1),2,2,0
Class,org.apache.xerces.impl.dv.xs.AnyAtomicDV,3,2,0
Class,org.apache.xerces.impl.dv.xs.DayTimeDurationDV,10,2,0
Class,org.apache.xerces.impl.dv.xs.YearMonthDurationDV,9,2,0
Class,org.apache.xerces.impl.xs.traversers.XSAnnotationInfo,3,2,19
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,12,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,12,2,0
Class,org.apache.xerces.impl.xs.util.XSObjectListImpl.(Anon_1),1,2,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_24).(Anon_1),2,2,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_26).(Anon_2),2,2,0
Class,org.apache.xerces.util.JAXPNamespaceContextWrapper.getAllPrefixes.(Anon_1),0,2,0
Class,ui.TreeView.createUI.(Anon_1),2,2,100
Class,ui.TreeView.createUI.(Anon_2),2,2,100
Class,ui.TreeView.createUI.(Anon_4),2,2,100
Private Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser.ComplexTypeRecoverableError,2,2,66
Private Static Class,org.apache.xerces.impl.xs.SubstitutionGroupHandler.OneSubGroup,1,2,50
Private Static Class,org.apache.xerces.jaxp.datatype.DurationImpl.DurationStream,3,2,50
Private Static Class,org.apache.xerces.util.DOMErrorHandlerWrapper.DOMErrorTypeMap,4,2,50
Protected Class,org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher,9,2,0
Protected Class,org.apache.xerces.impl.XMLNSDocumentScannerImpl.NSContentDispatcher,9,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyValueStore,4,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.UniqueValueStore,4,2,0
Protected Static Class,org.apache.xerces.impl.dtd.DTDGrammar.QNameHashtable,2,2,16
Protected Static Class,org.apache.xerces.util.SymbolTable.Entry,2,2,0
Protected Static Class,org.apache.xerces.util.XMLGrammarPoolImpl.Entry,2,2,12
Public Class,org.apache.html.dom.NameNodeListImpl,4,2,0
Public Class,org.apache.wml.dom.WMLDOMImplementationImpl,9,2,50
Public Class,org.apache.wml.dom.WMLDocumentImpl,49,2,66
Public Class,org.apache.xerces.dom.DOMXSImplementationSourceImpl,7,2,0
Public Class,org.apache.xerces.impl.Version,3,2,50
Public Class,org.apache.xerces.impl.XML11NamespaceBinder,1,2,0
Public Class,org.apache.xerces.impl.dtd.XML11NSDTDValidator,10,2,50
Public Class,org.apache.xerces.impl.dtd.XMLAttributeDecl,2,2,0
Public Class,org.apache.xerces.impl.dtd.XMLElementDecl,3,2,50
Public Class,org.apache.xerces.impl.dtd.XMLNSDTDValidator,10,2,50
Public Class,org.apache.xerces.impl.dtd.XMLNotationDecl,1,2,0
Public Class,org.apache.xerces.impl.dtd.models.MixedContentModel,3,2,0
Public Class,org.apache.xerces.impl.dtd.models.SimpleContentModel,3,2,40
Public Class,org.apache.xerces.impl.dv.DVFactoryException,1,2,100
Public Class,org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.ListDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.StringDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11DTDDVFactoryImpl,8,2,50
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.util.HexBin,1,2,62
Public Class,org.apache.xerces.impl.dv.xs.AnySimpleDV,3,2,0
Public Class,org.apache.xerces.impl.dv.xs.BooleanDV,6,2,50
Public Class,org.apache.xerces.impl.dv.xs.SchemaDateTimeException,1,2,100
Public Class,org.apache.xerces.impl.dv.xs.StringDV,5,2,0
Public Class,org.apache.xerces.impl.dv.xs.UnionDV,5,2,0
Public Class,org.apache.xerces.impl.xpath.regex.ParseException,1,2,50
Public Class,org.apache.xerces.xinclude.XInclude11TextReader,4,2,0
Public Interface,org.apache.wml.WMLBElement,1,2,0
Public Interface,org.apache.wml.WMLBigElement,1,2,0
Public Interface,org.apache.wml.WMLBrElement,1,2,0
Public Interface,org.apache.wml.WMLEmElement,1,2,0
Public Interface,org.apache.wml.WMLIElement,1,2,0
Public Interface,org.apache.wml.WMLOneventElement,1,2,0
Public Interface,org.apache.wml.WMLSmallElement,1,2,0
Public Interface,org.apache.wml.WMLStrongElement,1,2,0
Public Interface,org.apache.wml.WMLTdElement,1,2,0
Public Interface,org.apache.wml.WMLUElement,1,2,0
Public Interface,org.apache.wml.WMLWmlElement,1,2,0
Public Interface,org.apache.xerces.dom3.as.ASObjectList,1,2,0
Public Interface,org.apache.xerces.dom3.as.DocumentEditAS,0,2,0
Public Interface,org.apache.xerces.impl.XMLEntityDescription,1,2,0
Public Interface,org.apache.xerces.impl.XMLEntityHandler,4,2,0
Public Interface,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,0,2,0
Public Interface,org.apache.xerces.impl.validation.EntityState,1,2,0
Public Interface,org.apache.xerces.impl.xs.identity.ValueStore,3,2,0
Public Interface,org.apache.xerces.xni.grammars.XSGrammar,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLComponentManager,2,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentScanner,3,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentSource,1,2,0
Public Interface,org.apache.xerces.xs.LSInputList,1,2,0
Public Interface,org.apache.xerces.xs.XSAnnotation,1,2,100
Public Interface,org.apache.xerces.xs.XSImplementation,3,2,0
Public Interface,org.apache.xerces.xs.XSNamespaceItemList,1,2,0
Public Interface,org.apache.xerces.xs.XSObjectList,1,2,0
Public Interface,org.apache.xerces.xs.datatypes.XSQName,2,2,0
Public Static Class,org.apache.xerces.impl.xs.identity.Selector.XPath,8,2,0
Public Static Class,org.apache.xerces.util.URI.MalformedURIException,1,2,100
Static Class,org.apache.html.dom.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.dom.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.impl.dv.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.impl.xpath.regex.Op.CharOp,0,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.RangeOp,2,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.StringOp,1,2,0
Static Class,org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool.Entry,4,2,25
Static Class,org.apache.xerces.parsers.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.xinclude.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xml.serialize.ObjectFactory.ConfigurationError,2,2,50
Static Class,sax.helpers.AttributesImpl.ListNode,1,2,41
Static Class,xni.ObjectFactory.ConfigurationError,2,2,50
Class,dom.traversal.IteratorView.IteratorView.(Anon_2),6,1,0
Class,dom.traversal.IteratorView.IteratorView.(Anon_3),1,1,100
Class,dom.traversal.IteratorView.IteratorView.(Anon_4),1,1,0
Class,dom.traversal.IteratorView.main.(Anon_1),2,1,0
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_2),6,1,0
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_3),1,1,100
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_4),1,1,0
Class,dom.traversal.TreeWalkerView.main.(Anon_1),2,1,0
Class,org.apache.html.dom.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.html.dom.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.html.dom.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.html.dom.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.html.dom.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.html.dom.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.html.dom.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.html.dom.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xerces.dom.DocumentImpl.LEntry,2,1,25
Class,org.apache.xerces.dom.LCount,2,1,80
Class,org.apache.xerces.dom.NodeListCache,2,1,83
Class,org.apache.xerces.dom.ParentNode.UserDataRecord,1,1,33
Class,org.apache.xerces.dom.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xerces.dom.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xerces.dom.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xerces.impl.XMLErrorReporter.getSAXErrorHandler.(Anon_1),2,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xerces.impl.dv.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xerces.impl.xpath.XPath.parseExpression.(Anon_1),3,1,0
Class,org.apache.xerces.impl.xs.traversers.OneAttr,1,1,0
Class,org.apache.xerces.jaxp.DefaultValidationErrorHandler,5,1,0
Class,org.apache.xerces.jaxp.JAXPValidatorComponent.JAXPValidatorComponent.(Anon_1),5,1,0
Class,org.apache.xerces.jaxp.JAXPValidatorComponent.JAXPValidatorComponent.(Anon_2),9,1,0
Class,org.apache.xerces.jaxp.validation.JAXPValidationMessageFormatter,8,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xerces.parsers.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xerces.xinclude.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,org.apache.xerces.xpointer.ElementSchemePointer.parseXPointer.(Anon_1),3,1,0
Class,org.apache.xerces.xpointer.XPointerHandler.parseXPointer.(Anon_1),3,1,0
Class,org.apache.xerces.xpointer.XPointerMessageFormatter,7,1,33
Class,org.apache.xml.serialize.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,org.apache.xml.serialize.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,org.apache.xml.serialize.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Class,ui.TreeView.XMLTreeCellRenderer,11,1,100
Class,ui.TreeView.createUI.(Anon_3),4,1,0
Class,ui.TreeView.main.(for_loop_5).(Anon_5),2,1,0
Class,xni.SecuritySupport.getContextClassLoader.(Anon_1),3,1,0
Class,xni.SecuritySupport.getFileExists.(Anon_7),3,1,0
Class,xni.SecuritySupport.getFileInputStream.(Anon_5),3,1,0
Class,xni.SecuritySupport.getLastModified.(Anon_8),3,1,0
Class,xni.SecuritySupport.getParentClassLoader.(Anon_3),3,1,0
Class,xni.SecuritySupport.getResourceAsStream.(Anon_6),3,1,0
Class,xni.SecuritySupport.getSystemClassLoader.(Anon_2),2,1,0
Class,xni.SecuritySupport.getSystemProperty.(Anon_4),2,1,0
Private Static Class,org.apache.xerces.impl.XMLEntityManager.CharacterBuffer,0,1,0
Private Static Class,org.apache.xerces.impl.dtd.DTDGrammar.ChildrenList,1,1,100
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.DTDDispatcher,16,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.PrologDispatcher,12,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.TrailingMiscDispatcher,10,1,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.XMLDeclDispatcher,17,1,0
Protected Interface,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.Dispatcher,2,1,0
Public Abstract Class,org.apache.xerces.parsers.XMLGrammarParser,5,1,100
Public Class,dom.DOMGenerate,14,1,0
Public Class,jaxp.DatatypeAPIUsage,10,1,0
Public Class,org.apache.html.dom.HTMLFieldSetElementImpl,2,1,100
Public Class,org.apache.xerces.dom.DeferredDOMImplementationImpl,0,1,0
Public Class,org.apache.xerces.dom.RangeExceptionImpl,1,1,100
Public Class,org.apache.xerces.dom3.as.DOMASException,1,1,80
Public Class,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,1,1,100
Public Class,org.apache.xerces.impl.dv.InvalidDatatypeValueException,1,1,100
Public Class,org.apache.xerces.impl.dv.XSFacets,5,1,52
Public Class,org.apache.xerces.impl.dv.xs.IntegerDV,5,1,0
Public Class,org.apache.xerces.impl.msg.XMLMessageFormatter,8,1,50
Public Class,org.apache.xerces.impl.xs.XSMessageFormatter,7,1,33
Public Class,org.apache.xerces.impl.xs.identity.UniqueOrKey,1,1,0
Public Class,org.apache.xerces.impl.xs.util.XIntPool,1,1,50
Public Class,org.apache.xerces.impl.xs.util.XSGrammarPool,7,1,0
Public Class,org.apache.xerces.util.DatatypeMessageFormatter,8,1,0
Public Class,org.apache.xerces.util.SAXMessageFormatter,8,1,0
Public Class,org.apache.xerces.util.XMLSymbols,1,1,100
Public Class,org.apache.xerces.xinclude.XIncludeMessageFormatter,7,1,33
Public Class,org.apache.xerces.xs.XSException,1,1,75
Public Class,org.apache.xml.serialize.Encodings,6,1,16
Public Class,socket.KeepSocketOpen,7,1,0
Public Class,xni.parser.CSVParser,1,1,0
Public Class,xni.parser.PSVIParser,1,1,0
Public Interface,dom.ParserWrapper.DocumentInfo,1,1,0
Public Interface,org.apache.xerces.dom.DeferredNode,0,1,100
Public Interface,org.apache.xerces.dom3.as.ASDataType,0,1,100
Public Interface,org.apache.xerces.dom3.as.DOMASWriter,3,1,0
Public Interface,org.apache.xerces.impl.ExternalSubsetResolver,4,1,0
Public Interface,org.apache.xerces.impl.RevalidationHandler,2,1,0
Public Interface,org.apache.xerces.impl.dtd.XMLContentSpec.Provider,1,1,0
Public Interface,org.apache.xerces.impl.dtd.models.ContentModelValidator,1,1,0
Public Interface,org.apache.xerces.impl.dv.DatatypeValidator,3,1,0
Public Interface,org.apache.xerces.util.MessageFormatter,3,1,0
Public Interface,org.apache.xerces.xni.grammars.Grammar,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLDTDDescription,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarDescription,1,1,100
Public Interface,org.apache.xerces.xni.parser.XMLEntityResolver,4,1,0
Public Interface,org.apache.xerces.xs.AttributePSVI,1,1,0
Public Interface,org.apache.xerces.xs.datatypes.XSDouble,0,1,0
Public Interface,org.apache.xerces.xs.datatypes.XSFloat,0,1,0
Public Interface,org.w3c.dom.html.HTMLDOMImplementation,2,1,0
Static Class,org.apache.xerces.dom.CoreDOMImplementationImpl.RevalidationHandlerHolder,1,1,0
Static Class,org.apache.xerces.dom.CoreDOMImplementationImpl.XMLDTDLoaderHolder,1,1,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.ConditionOp,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.RegexParser.ReferencePosition,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.Token.FixedStringContainer,1,1,100
Static Class,org.apache.xerces.jaxp.validation.SoftReferenceGrammarPool.SoftGrammarReference,3,1,0
Static Class,org.apache.xerces.util.DOMUtil.ThrowableMethods,4,1,100
Static Class,org.apache.xml.serialize.DOMSerializerImpl.DocumentMethods,4,1,100
Static Class,org.apache.xml.serialize.EncodingInfo.CharToByteConverterMethods,5,1,100
Static Class,org.apache.xml.serialize.EncodingInfo.CharsetMethods,5,1,100
Class,org.apache.xerces.dom.DeferredDocumentImpl.RefCount,0,0,0
Class,org.apache.xerces.dom.DocumentImpl.EnclosingAttr,2,0,0
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser.FacetInfo,2,0,0
Public Class,org.apache.xerces.impl.xs.SchemaSymbols,1,0,0
Public Class,org.apache.xml.serialize.ElementState,2,0,0
Public Class,org.apache.xml.serialize.LineSeparator,1,0,0
Public Class,org.apache.xml.serialize.Method,1,0,0
Public Interface,org.apache.html.dom.HTMLFormControl,0,0,0
Public Interface,org.apache.wml.WMLDOMImplementation,0,0,0
Public Interface,org.apache.wml.WMLDocument,0,0,0
Public Interface,org.apache.wml.WMLHeadElement,0,0,0
Public Interface,org.apache.wml.WMLNoopElement,0,0,0
Public Interface,org.apache.wml.WMLPrevElement,0,0,0
Public Interface,org.apache.wml.WMLRefreshElement,0,0,0
Public Interface,org.apache.wml.WMLTrElement,0,0,0
Public Interface,org.apache.xerces.jaxp.JAXPConstants,1,0,0
Public Interface,org.apache.xerces.parsers.XML11Configurable,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelFilter,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDFilter,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentFilter,0,0,0
Public Interface,org.apache.xerces.xs.XSConstants,0,0,0
Public Interface,org.apache.xerces.xs.XSTerm,0,0,0
Public Static Class,org.apache.xml.serialize.OutputFormat.DTD,1,0,0
Public Static Class,org.apache.xml.serialize.OutputFormat.Defaults,1,0,0
Static Class,org.apache.xerces.util.XMLAttributesImpl.Attribute,4,0,0
